author_id,T0_year,paper_count
https://openalex.org/A5001679084,2017,1
https://openalex.org/A5001679870,2017,1
https://openalex.org/A5001680231,2017,14
https://openalex.org/A5001681521,2017,1
https://openalex.org/A5001683386,2017,1
https://openalex.org/A5001683601,2017,1
https://openalex.org/A5001684569,2017,1
https://openalex.org/A5001685219,2017,1
https://openalex.org/A5001685956,2017,9
https://openalex.org/A5001688631,2017,1
https://openalex.org/A5001688780,2017,3
https://openalex.org/A5001691843,2017,2
https://openalex.org/A5001696002,2017,3
https://openalex.org/A5001697910,2017,1
https://openalex.org/A5001699371,2017,2
https://openalex.org/A5001700017,2017,4
https://openalex.org/A5001700649,2017,1
https://openalex.org/A5001703384,2017,1
https://openalex.org/A5001703855,2017,1
https://openalex.org/A5001706958,2017,4
https://openalex.org/A5001709946,2017,1
https://openalex.org/A5001712216,2017,11
https://openalex.org/A5001715786,2017,1
https://openalex.org/A5001718566,2017,1
https://openalex.org/A5001721724,2017,1
https://openalex.org/A5001723863,2017,1
https://openalex.org/A5001726690,2017,3
https://openalex.org/A5001731251,2017,8
https://openalex.org/A5001731680,2017,1
https://openalex.org/A5001736710,2017,2
https://openalex.org/A5001740210,2017,1
https://openalex.org/A5001741654,2017,1
https://openalex.org/A5001746807,2017,11
https://openalex.org/A5001751044,2017,7
https://openalex.org/A5001751628,2017,2
https://openalex.org/A5001753228,2017,3
https://openalex.org/A5001753971,2017,2
https://openalex.org/A5001754778,2017,1
https://openalex.org/A5001759017,2017,3
https://openalex.org/A5001760523,2017,1
https://openalex.org/A5001760915,2017,21
https://openalex.org/A5001761110,2017,1
https://openalex.org/A5001762132,2017,6
https://openalex.org/A5001762500,2017,1
https://openalex.org/A5001762730,2017,5
https://openalex.org/A5001763022,2017,3
https://openalex.org/A5001764698,2017,1
https://openalex.org/A5001764969,2017,1
